iter	Logloss
239	0.2414214306
240	0.2413333872
241	0.241151989
242	0.2410570643
243	0.2409463101
244	0.2408722123
245	0.2407577166
246	0.2406434302
247	0.2404971186
248	0.2404230208
249	0.2403381433
250	0.2402331453
251	0.2400824118
252	0.2400072936
253	0.2399070052
254	0.2397185426
255	0.2396351041
256	0.239561268
257	0.2394794255
258	0.2393821199
259	0.2393282211
260	0.2392156354
261	0.2391123642
262	0.2390069476
263	0.2389339487
264	0.2388306514
265	0.2387621529
266	0.238685805
267	0.23858256
268	0.2385162592
269	0.2384202095
270	0.2383022601
271	0.2380382344
272	0.2379607615
273	0.2378945392
274	0.2378203891
275	0.2377269296
276	0.2376357203
277	0.2375630354
278	0.2374702039
279	0.2374122235
280	0.2372960794
281	0.2372089517
282	0.2371489043
283	0.2370376791
284	0.23696973
285	0.2368720842
286	0.2367459715
287	0.2366377553
288	0.2365634482
289	0.2365076132
290	0.2364234683
291	0.2363177639
292	0.2362639174
293	0.2361862613
294	0.23608456
295	0.2360197768
296	0.2359645436
297	0.2358787241
298	0.2357943176
299	0.2357208216
300	0.2356414124
301	0.2355626051
302	0.2354841378
303	0.2353881928
304	0.2352611904
305	0.2351638848
306	0.235095517
307	0.2350153491
308	0.2349150869
309	0.2348614236
310	0.2347791363
311	0.2346866973
312	0.2345994911
313	0.2345085696
314	0.2344466906
315	0.234368642
316	0.2342788718
317	0.234086249
318	0.2340188493
319	0.2339577814
320	0.2338717527
321	0.2337931285
322	0.2337034105
323	0.2335724835
324	0.2334795997
325	0.2334124617
326	0.2333115715
327	0.2332495879
328	0.2331594513
329	0.2330900108
330	0.2329756459
331	0.2328623276
332	0.232780459
333	0.2326968635
334	0.2325925981
335	0.2325068049
336	0.2324128221
337	0.2323456056
338	0.2320710095
339	0.2319801403
340	0.2319032953
341	0.2317996317
342	0.2317353194
343	0.2316247222
344	0.2315079502
345	0.231431707
346	0.2313145425
347	0.2311920143
348	0.2310966448
349	0.2310221808
350	0.2309572406
351	0.2308651155
352	0.2307735922
353	0.2306890548
354	0.2306027644
355	0.2305353386
356	0.2304351548
357	0.230363752
358	0.2301424006
359	0.2300903072
360	0.2300217039
361	0.2299299713
362	0.2298147169
363	0.2297526286
364	0.2296737951
365	0.2295858824
366	0.2295082002
367	0.2292529396
368	0.2291909822
369	0.2291011072
370	0.2290300707
371	0.2289420273
372	0.2288544548
373	0.2287825549
374	0.2287079077
375	0.2286475462
376	0.2285544531
377	0.2285080635
378	0.2284264303
379	0.2283115422
380	0.2282413691
381	0.2281494271
382	0.2280682126
383	0.2280100752
384	0.2279029056
385	0.2278133708
386	0.2276982471
387	0.2276206433
388	0.2275103862
389	0.2274092344
390	0.2273258744
391	0.227215722
392	0.2271572445
393	0.2270747479
394	0.2270065371
395	0.2269014868
396	0.226843611
397	0.2267450495
398	0.2266674718
399	0.226570611
400	0.2264862567
401	0.2264188309
402	0.2263051463
403	0.2262481078
404	0.2261561135
405	0.2260682009
406	0.2259950974
407	0.225936332
408	0.2258735896
409	0.2257627831
410	0.2256739024
411	0.2255812541
412	0.2255023159
413	0.225425183
414	0.2253782963
415	0.2252943869
416	0.2252183268
417	0.2251382635
418	0.2250807017
419	0.2250206804
420	0.2249087488
421	0.2248293658
422	0.2247608673
423	0.2246942525
424	0.2246116251
425	0.2245624621
426	0.2244511846
427	0.2243911372
428	0.2243229264
429	0.2242250713
430	0.2241529621
431	0.2240780009
432	0.2239892772
433	0.2238798574
434	0.2237908982
435	0.2237398775
436	0.2236446388
437	0.2235670089
438	0.2235092639
439	0.2234282064
440	0.2233574838
441	0.2232697021
442	0.223204788
443	0.223114102
444	0.223013238
445	0.2229481408
446	0.2228981143
447	0.2228602805
448	0.2227920174
449	0.2227391914
450	0.2226638377
451	0.2225743029
452	0.2225262126
453	0.2224563273
454	0.2223640976
455	0.2222514857
456	0.2221753995
457	0.2221268382
458	0.2220471674
459	0.2219746918
460	0.2219209762
461	0.2218571349
462	0.2217833773
463	0.2216975317
464	0.2216197709
465	0.2215611625
466	0.2214885299
467	0.2214033123
468	0.2213183039
469	0.2212724899
470	0.2211871414
471	0.2211009034
472	0.2210401233
473	0.220928872
474	0.220870002
475	0.2208024715
476	0.2207485988
477	0.2206545638
478	0.2205830563
479	0.2204892567
480	0.2204119145
481	0.220331014
482	0.22025689
483	0.220191976
484	0.2201236083
485	0.2200696833
486	0.2199806195
487	0.2199118592
488	0.2198743917
489	0.2197944855
490	0.2197136111
491	0.2196513397
492	0.2195893037
493	0.2194941174
494	0.2194108882
495	0.2193256575
496	0.219247308
497	0.2191650992
498	0.2191139085
499	0.2190580342
500	0.2190001846
501	0.2189341193
502	0.2188473187
503	0.2187917847
504	0.2187346022
505	0.2186920719
506	0.2186079139
507	0.2185087636
508	0.2184578737
509	0.2184111309
510	0.218368666
511	0.2182951439
512	0.2182220403
513	0.2181467783
514	0.2180775471
515	0.2180169371
516	0.2179568504
517	0.2179063791
518	0.2178231761
519	0.2177579874
520	0.2176776756
521	0.2176059326
522	0.217508313
523	0.2174298981
524	0.217378825
525	0.2172938821
526	0.2172317546
527	0.2171179784
528	0.2170515337
529	0.2170021614
530	0.2169114361
531	0.2168396016
532	0.2167494388
533	0.216702212
534	0.2165963505
535	0.2165372058
536	0.2164641546
537	0.2163961662
538	0.2163158936
539	0.2162468849
540	0.2161739252
541	0.2160919912
542	0.2160288825
543	0.2159697508
544	0.2159025867
545	0.2158186772
546	0.2157506234
547	0.2156747596
548	0.2156244584
549	0.2155020349
550	0.2154171443
551	0.2153056836
552	0.2152174571
553	0.2151759341
554	0.2151137411
555	0.2150779874
556	0.2149918801
557	0.2149010763
558	0.2148115415
559	0.2147193118
560	0.2146197691
561	0.2145440099
562	0.2144532715
563	0.2143918897
564	0.2143012298
565	0.214221559
566	0.2141355433
567	0.2140340645
568	0.2139447782
569	0.213878242
570	0.2137828333
571	0.2137147795
572	0.2136395305
573	0.2135478502
574	0.2134731245
575	0.2133999686
576	0.2133377888
577	0.2132872129
578	0.2132284606
579	0.2131748496
580	0.2130932688
581	0.2130067952
582	0.2129228335
583	0.2128724669
584	0.2127841487
585	0.2126943784
586	0.2126011675
587	0.2125534435
588	0.2125011669
589	0.2124205673
590	0.2123407264
591	0.2122785858
592	0.2122242684
593	0.2121367875
594	0.2120545395
595	0.2119628854
596	0.2119140625
597	0.2118462311
598	0.2117616283
599	0.2117073109
600	0.2116301911
601	0.2115610646
602	0.2114869276
603	0.2114032536
604	0.2113156158
605	0.2112090087
606	0.2111561695
607	0.2110845966
608	0.21097727
609	0.210902335
610	0.2108261702
611	0.2107789957
612	0.2107282628
613	0.2106472838
614	0.2105858627
615	0.2105059564
616	0.2103960656
617	0.2103348408
618	0.2102635426
619	0.2101692197
620	0.2100964694
621	0.2100104145
622	0.2099679496
623	0.2099282058
624	0.2098668893
625	0.2097946623
626	0.209753728
627	0.2096720164
628	0.2096010453
629	0.2095080044
630	0.2094497231
631	0.2093887206
632	0.2093415461
633	0.2092822836
634	0.209203921
635	0.2091500615
636	0.209047693
637	0.2089651703
638	0.20889815
639	0.2088026628
640	0.2087584448
641	0.2086680728
642	0.2085740377
643	0.2084890293
644	0.2084387412
645	0.208372833
646	0.2083178222
647	0.2082463801
648	0.2081629154
649	0.2081015598
650	0.2080578651
651	0.2080012452
652	0.2079298555
653	0.2078639603
654	0.2077796845
655	0.2077066726
656	0.2076576011
657	0.2075538198
658	0.207480677
659	0.2073984814
660	0.2073220288
661	0.2072518557
662	0.2071569964
663	0.2071080689
664	0.207046046
665	0.2069964513
666	0.2068895171
667	0.2067894903
668	0.2067308034
669	0.206668048
670	0.206605371
671	0.2065335757
672	0.2064422617
673	0.2063525699
674	0.2063035377
675	0.2062419204
676	0.2061880609
677	0.2060633218
678	0.206007199
679	0.2059326434
680	0.205851128
681	0.2057837283
682	0.2057235631
683	0.2056593293
684	0.2055903467
685	0.2055236535
686	0.2054486007
687	0.2053847464
688	0.2053184064
689	0.205131095
690	0.2050734285
691	0.2049841161
692	0.2049058843
693	0.204877836
694	0.2047892955
695	0.2047140203
696	0.2046544831
697	0.2045821514
698	0.2045215807
699	0.2044703506
700	0.2044013288
701	0.2043485812
702	0.2042748498
703	0.2041662672
704	0.2041056965
705	0.2040312847
706	0.2039836785
707	0.2039245861
708	0.2038386358
709	0.2037857967
710	0.2037526332
711	0.2036708038
712	0.2036123786
713	0.2035345524
714	0.2034700308
715	0.2034191409
716	0.2033564509
717	0.2032985881
718	0.2032531928
719	0.2031858716
720	0.2031214547
721	0.2030696883
722	0.2030202767
723	0.2029616029
724	0.2029183792
725	0.2028469241
726	0.2027896239
727	0.2027336843
728	0.2026812507
729	0.2025687042
730	0.202478777
731	0.2024202994
732	0.2023855006
733	0.2022857879
734	0.2022337337
735	0.2021616636
736	0.202085198
737	0.2020097789
738	0.2019647106
739	0.2018854846
740	0.2017941314
741	0.2017184507
742	0.2016315585
743	0.2015861108
744	0.2015011548
745	0.2014208561
746	0.2013542806
747	0.2012994268
748	0.2012169171
749	0.2011675448
750	0.201119533
751	0.2010303645
752	0.2009368919
753	0.2008494241
754	0.2008003265
755	0.200736289
756	0.2006787402
757	0.2006206028
758	0.2005820102
759	0.2005137995
760	0.2004366928
761	0.2003648059
762	0.2002998657
763	0.200239308
764	0.2001765395
765	0.2001116516
766	0.2000699847
767	0.1999894243
768	0.1999446569
769	0.1998835106
770	0.1998232276
771	0.199761087
772	0.1997113353
773	0.1996252673
774	0.1995519806
775	0.1994854706
776	0.1994122362
777	0.1993423379
778	0.1992904406
779	0.1992247024
780	0.1991675592
781	0.1990838199
782	0.1990100622
783	0.1989571053
784	0.1989107681
785	0.198795252
786	0.1987053901
787	0.1986529173
788	0.1985815537
789	0.1985003261
790	0.1984025495
791	0.1983197651
792	0.1982624911
793	0.1982123862
794	0.1981446987
795	0.198077129
796	0.1980149753
797	0.1979605139
798	0.1978656808
799	0.1978146209
800	0.1977522056
801	0.1976654965
802	0.1976217757
803	0.1975608256
804	0.1975000063
805	0.1974455449
806	0.1973670777
807	0.1972829459
808	0.1972385709
809	0.1971857318
810	0.1971180313
811	0.1970759195
812	0.1970387922
813	0.1969763245
814	0.1968818446
815	0.1967946777
816	0.1967263361
817	0.1966312675
818	0.1965566203
819	0.1965135013
820	0.1964659081
821	0.1964067241
822	0.1963421502
823	0.1962745281
824	0.1962144414
825	0.196155192
826	0.1960840116
827	0.196024422
828	0.1959202744
829	0.1958485706
830	0.1957745383
831	0.1956958094
832	0.1955965676
833	0.1955393067
834	0.1954642408
835	0.1953791671
836	0.1953260139
837	0.1952937401
838	0.1952272562
839	0.1951267192
840	0.195054296
841	0.195010876
842	0.1949245595
843	0.1948392633
844	0.1947937764
845	0.1947175986
846	0.1946522136
847	0.1946022656
848	0.1945274875
849	0.1944555876
850	0.19436099
851	0.1943063978
852	0.1942541997
853	0.1942172555
854	0.1941545131
855	0.1940830841
856	0.1939965451
857	0.1939354904
858	0.1938458378
859	0.1937849269
860	0.1937188093
861	0.1936833565
862	0.1936236623
863	0.1935356319
864	0.19346453
865	0.1934083025
866	0.1933609187
867	0.1933136526
868	0.1932514073
869	0.1931871605
870	0.1931350409
871	0.1930468012
872	0.1929740771
873	0.1928775302
874	0.1928237492
875	0.1926666577
876	0.1926357705
877	0.1925867253
878	0.1925307071
879	0.1924518736
880	0.1924024228
881	0.1923379666
882	0.1922838716
883	0.1922320921
884	0.1921703701
885	0.1921046712
886	0.1920434856
887	0.1919946627
888	0.1919532705
889	0.1918735473
890	0.1918155146
891	0.1917567884
892	0.1917061863
893	0.1916564085
894	0.1916173449
895	0.1915660364
896	0.1915232313
897	0.1914550991
898	0.191371098
899	0.1913211239
900	0.1912659954
901	0.1911813141
902	0.1911257277
903	0.1910648037
904	0.1910095575
905	0.1909432044
906	0.1908726257
907	0.1908040225
908	0.1907423005
909	0.1906807748
910	0.1906164495
911	0.190518058
912	0.1904558389
913	0.190365977
914	0.1902911074
915	0.1902205288
916	0.1901780246
917	0.1901247668
918	0.1900727519
919	0.1899931334
920	0.1899077718
921	0.1898627166
922	0.1897962458
923	0.1897509551
924	0.1896958266
925	0.1896283092
926	0.1895640493
927	0.1895114848
928	0.1894352808
929	0.1893433651
930	0.1892993695
931	0.1892213602
932	0.1891736231
933	0.1891220399
934	0.1890943971
935	0.1890305951
936	0.1889563011
937	0.1889087733
938	0.1888282914
939	0.1887879981
940	0.1887044419
941	0.1886451401
942	0.1885728346
943	0.188522141
944	0.1884505027
945	0.1883964469
946	0.1883389112
947	0.1882820035
948	0.18823339
949	0.1881704906
950	0.1881052364
951	0.1880186582
952	0.1879493354
953	0.1879041232
954	0.1878407137
955	0.187791446
956	0.1877286643
957	0.1876645614
958	0.187620749
959	0.187539299
960	0.1874523807
961	0.1873839214
962	0.1873280341
963	0.1872697004
964	0.1872027063
965	0.1871335928
966	0.1870759002
967	0.1869916768
968	0.1869150411
969	0.1868489104
970	0.1867569554
971	0.1867142026
972	0.1866674206
973	0.1865808947
974	0.1865241963
975	0.1864633901
976	0.1863924582
977	0.1863258696
978	0.1862529231
979	0.1861967611
980	0.186162551
981	0.1861099605
982	0.1860401929
983	0.186010143
984	0.1859575786
985	0.1858799486
986	0.185822256
987	0.1857607564
988	0.1856761144
989	0.1856034164
990	0.185543696
991	0.1854663408
992	0.1854120626
993	0.1853426613
994	0.1852784276
995	0.1852246073
996	0.1851630946
997	0.1851148866
998	0.185051163
999	0.184984339
